Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
149.42,0,0,103.66,1.02,-0.25,-9.74,178.51,-5.99,23.24,1.02,0.25,-9.82,-0.17,0.02,-0.00,0.29,0.13,0.90,118.77,-26.23,-0.45,-14.39,-224.25,91.25,122.83,13.88,54.73,-39.45,-4.16,85.75,-287.81,-28.01,441.36,26.57,153.07,3.95,76.42,-15.05
149.45,0,0,103.66,1.03,-0.24,-9.74,178.50,-5.99,23.25,1.14,0.24,-9.76,-0.22,-0.70,-0.36,0.29,0.13,0.89,119.47,-26.05,-0.37,-14.47,-224.25,91.25,122.83,13.79,54.74,-39.44,-4.95,86.07,-287.96,-28.33,441.74,26.22,153.07,4.04,76.43,-15.00
149.48,0,0,103.66,1.03,-0.25,-9.74,178.50,-5.99,23.25,1.03,0.27,-9.79,0.17,0.28,-0.07,0.29,0.13,0.90,119.98,-26.40,-0.54,-14.49,-223.63,91.06,122.95,13.88,54.93,-39.46,-3.88,85.91,-288.02,-28.14,441.74,26.44,153.11,3.98,76.61,-15.01
149.51,0,0,103.66,1.02,-0.25,-9.75,178.50,-5.99,23.24,0.97,0.22,-9.72,0.19,0.39,-0.05,0.30,0.13,0.90,118.70,-26.36,-0.46,-14.58,-223.83,90.98,123.05,13.96,54.94,-39.38,-4.60,85.57,-288.39,-28.30,441.92,26.67,152.93,4.06,76.52,-14.93
149.54,0,0,103.66,1.03,-0.25,-9.74,178.51,-5.99,23.23,1.08,0.25,-9.72,0.28,0.34,0.48,0.29,0.13,0.90,119.66,-26.60,-0.52,-14.34,-223.99,90.91,122.92,13.73,54.83,-39.35,-4.76,85.83,-288.18,-28.34,441.98,26.37,153.05,4.06,76.51,-14.93
149.57,0,0,103.66,1.02,-0.25,-9.75,178.52,-5.99,23.23,1.08,0.20,-9.83,0.25,0.24,0.44,0.30,0.13,0.90,119.16,-26.40,-0.85,-14.35,-223.42,90.87,123.05,13.81,55.00,-39.43,-4.34,86.09,-288.18,-28.57,441.93,26.22,153.06,4.12,76.65,-14.90
149.60,0,0,103.66,1.03,-0.25,-9.75,178.52,-6.00,23.23,1.05,0.23,-9.66,0.29,0.08,0.33,0.29,0.13,0.89,119.47,-26.35,-0.62,-14.45,-223.37,90.78,123.08,13.73,55.05,-39.39,-4.91,85.83,-288.39,-28.53,442.11,26.38,152.97,4.12,76.64,-14.87
149.64,0,0,103.66,1.04,-0.24,-9.74,178.52,-5.99,23.22,1.15,0.21,-9.70,-0.40,0.12,-0.39,0.30,0.13,0.90,120.84,-26.04,-0.62,-14.28,-223.37,90.77,122.99,13.73,55.01,-39.39,-5.03,86.67,-287.86,-28.92,442.03,25.71,153.22,4.20,76.72,-14.85
149.66,0,0,103.66,1.03,-0.24,-9.74,178.51,-6.00,23.22,1.04,0.20,-9.73,0.01,0.10,-0.30,0.30,0.13,0.89,119.93,-25.89,-0.46,-14.43,-223.37,90.77,122.99,13.81,55.02,-39.38,-4.24,86.01,-287.75,-28.59,441.74,26.22,153.23,4.14,76.72,-14.88
149.69,0,0,103.66,1.05,-0.24,-9.74,178.51,-6.00,23.23,1.13,0.26,-9.67,0.17,1.35,-0.22,0.30,0.13,0.90,121.77,-25.88,-0.70,-14.43,-223.42,90.82,122.97,13.81,54.98,-39.40,-4.99,86.39,-287.91,-28.63,442.23,26.08,153.26,4.12,76.73,-14.89
149.72,0,0,103.66,1.05,-0.25,-9.74,178.51,-6.01,23.23,1.16,0.25,-9.79,-0.07,0.22,-0.04,0.29,0.13,0.89,121.63,-26.07,-0.91,-14.37,-223.78,90.83,123.12,13.73,54.94,-39.34,-4.72,86.01,-287.96,-28.63,441.78,26.06,153.10,4.15,76.58,-14.87
149.75,0,0,103.66,1.05,-0.24,-9.74,178.52,-6.01,23.23,0.94,0.23,-9.70,0.29,0.11,-1.08,0.30,0.13,0.90,121.72,-25.80,0.00,-14.70,-223.63,90.81,122.83,14.02,54.92,-39.33,-4.18,85.77,-288.23,-28.37,441.81,26.37,153.00,4.07,76.56,-14.89
149.78,0,0,103.66,1.03,-0.24,-9.74,178.50,-6.03,23.25,0.77,0.27,-9.73,-0.09,0.67,-0.30,0.29,0.13,0.90,120.30,-25.80,-0.29,-14.39,-223.78,90.85,122.79,13.79,54.84,-39.35,-3.98,85.20,-288.87,-28.26,441.78,26.82,152.67,4.06,76.38,-14.89
149.81,0,0,103.66,1.04,-0.24,-9.73,178.50,-6.03,23.24,1.13,0.22,-9.70,-0.10,0.23,-0.31,0.30,0.13,0.90,120.66,-25.69,-0.45,-14.39,-224.25,91.01,122.91,13.87,54.77,-39.34,-5.03,86.65,-287.70,-28.72,441.89,25.84,153.25,4.14,76.53,-14.90
149.84,0,0,103.66,1.03,-0.24,-9.72,178.50,-6.03,23.24,1.11,0.24,-9.61,0.11,0.29,0.15,0.29,0.13,0.89,120.38,-25.76,-0.37,-14.16,-224.40,91.10,122.91,13.73,54.74,-39.37,-4.76,85.97,-287.96,-28.36,441.97,26.52,153.16,4.06,76.47,-14.97
149.87,0,0,103.66,1.04,-0.24,-9.72,178.50,-6.03,23.23,1.06,0.23,-9.65,-0.14,0.44,0.16,0.29,0.13,0.89,120.72,-25.73,-0.45,-14.39,-223.78,90.94,122.77,13.72,54.82,-39.39,-4.32,85.93,-288.18,-28.36,441.45,26.29,152.90,4.05,76.44,-14.94
149.90,0,0,103.66,1.04,-0.24,-9.73,178.49,-6.04,23.23,0.95,0.28,-9.75,-0.54,0.43,-0.28,0.30,0.13,0.89,121.26,-25.61,-0.45,-14.49,-223.78,90.86,122.88,13.72,54.87,-39.35,-4.26,85.69,-288.23,-28.34,441.64,26.44,152.94,4.07,76.49,-14.91
149.93,0,0,103.66,1.04,-0.24,-9.73,178.49,-6.04,23.23,1.17,0.23,-9.83,0.13,0.15,-0.71,0.29,0.13,0.90,121.48,-25.78,-0.60,-14.26,-224.40,91.06,122.95,13.73,54.74,-39.35,-4.93,86.90,-287.49,-28.66,441.74,25.69,153.32,4.10,76.52,-14.94
149.96,0,0,103.66,1.05,-0.24,-9.74,178.51,-6.05,23.24,1.05,0.21,-9.80,0.10,0.58,-0.70,0.29,0.13,0.90,122.26,-25.42,-0.45,-14.41,-223.78,90.82,123.03,13.73,54.94,-39.33,-4.95,86.23,-287.49,-28.56,441.83,25.99,153.35,4.12,76.69,-14.90
149.99,0,0,103.66,1.06,-0.24,-9.74,178.50,-6.05,23.23,1.22,0.26,-9.77,-0.51,0.23,-0.24,0.30,0.13,0.89,123.35,-25.37,-0.31,-14.41,-223.63,91.01,122.91,13.88,54.93,-39.45,-5.13,86.23,-288.12,-28.59,442.07,26.06,153.08,4.12,76.61,-14.92
150.02,0,0,103.66,1.07,-0.24,-9.74,178.51,-6.05,23.24,1.16,0.23,-9.79,0.10,0.16,-0.05,0.30,0.13,0.90,124.16,-25.24,-0.46,-14.28,-223.42,90.97,123.05,13.81,55.04,-39.48,-4.97,86.57,-287.91,-28.60,442.08,25.91,153.21,4.10,76.73,-14.94
150.05,0,0,103.66,1.06,-0.24,-9.73,178.52,-6.06,23.24,0.93,0.30,-9.73,0.22,0.32,-0.11,0.30,0.13,0.90,123.08,-25.59,-0.31,-14.43,-223.37,90.71,122.95,13.81,55.01,-39.36,-3.88,85.44,-288.23,-28.31,441.85,26.74,153.04,4.07,76.65,-14.89
150.08,0,0,103.66,1.05,-0.24,-9.73,178.52,-6.05,23.24,0.77,0.23,-9.66,0.09,0.15,-0.27,0.29,0.13,0.90,121.74,-25.38,-0.31,-14.57,-223.22,90.81,122.83,14.02,55.00,-39.42,-4.46,85.16,-288.23,-28.29,441.93,26.99,153.03,4.08,76.65,-14.90
150.11,0,0,103.66,1.06,-0.24,-9.73,178.52,-6.05,23.24,1.19,0.21,-9.67,-0.11,0.54,-0.58,0.30,0.13,0.90,122.96,-25.32,-0.54,-14.35,-223.78,90.93,123.11,13.73,54.97,-39.39,-5.01,86.37,-287.91,-28.89,441.77,25.78,153.10,4.21,76.59,-14.85
150.14,0,0,103.66,1.07,-0.24,-9.73,178.53,-6.06,23.23,1.24,0.23,-9.73,-0.03,0.39,0.43,0.29,0.13,0.89,123.82,-25.20,-0.45,-14.41,-224.40,90.91,122.92,13.64,54.74,-39.27,-5.51,86.96,-287.86,-28.81,442.11,25.61,153.21,4.15,76.49,-14.87
150.17,0,0,103.66,1.06,-0.24,-9.72,178.53,-6.06,23.24,0.95,0.27,-9.70,0.02,0.38,-0.75,0.29,0.13,0.90,123.20,-25.59,-0.15,-14.64,-223.22,90.95,122.83,13.94,55.01,-39.47,-4.28,85.49,-288.44,-28.27,441.78,26.74,152.87,4.05,76.59,-14.94
150.20,0,0,103.66,1.07,-0.24,-9.73,178.53,-6.07,23.24,1.31,0.28,-9.82,-0.11,0.26,-0.48,0.30,0.13,0.90,124.49,-25.85,-0.46,-14.41,-223.42,90.87,122.97,13.81,55.00,-39.42,-3.96,85.51,-287.96,-28.40,442.05,26.44,153.24,4.10,76.73,-14.91
150.23,0,0,103.66,1.05,-0.25,-9.73,178.54,-6.08,23.23,0.74,0.32,-9.78,0.21,0.77,0.20,0.30,0.13,0.89,122.26,-26.38,-0.39,-14.35,-223.16,90.81,122.93,13.66,55.05,-39.44,-4.26,85.67,-288.02,-28.37,441.79,26.44,153.10,4.08,76.71,-14.92
150.26,0,0,103.66,1.06,-0.25,-9.73,178.54,-6.08,23.22,1.14,0.27,-9.71,-0.10,0.08,0.10,0.29,0.13,0.90,122.86,-26.73,-0.46,-14.72,-223.63,90.73,123.01,13.88,54.97,-39.29,-4.36,86.07,-288.39,-28.45,442.01,26.37,152.98,4.08,76.58,-14.87
150.29,0,0,103.66,1.05,-0.25,-9.73,178.54,-6.08,23.23,1.08,0.23,-9.71,-0.09,0.23,-0.30,0.30,0.13,0.90,122.60,-26.56,-0.52,-14.49,-223.99,90.78,122.97,13.81,54.86,-39.27,-4.62,86.45,-287.70,-28.74,441.81,25.69,153.25,4.16,76.59,-14.85
150.32,0,0,103.66,1.04,-0.25,-9.73,178.55,-6.08,23.23,0.81,0.24,-9.72,0.16,-0.11,0.08,0.29,0.13,0.89,120.80,-26.53,-0.15,-14.45,-222.96,90.47,123.03,13.73,55.17,-39.32,-4.26,85.69,-288.60,-28.44,441.66,26.44,152.75,4.09,76.63,-14.83
150.35,0,0,103.66,1.05,-0.25,-9.73,178.55,-6.08,23.22,1.29,0.22,-9.74,-0.25,0.31,-0.06,0.30,0.13,0.90,122.63,-26.45,-0.31,-14.43,-223.58,90.73,123.04,13.73,55.01,-39.33,-4.22,85.28,-288.65,-28.48,442.19,26.91,152.91,4.13,76.59,-14.84
150.38,0,0,103.66,1.07,-0.24,-9.73,178.55,-6.08,23.23,1.16,0.19,-9.70,0.07,0.62,-0.33,0.30,0.13,0.89,124.72,-26.06,-0.46,-14.41,-223.58,90.77,122.89,13.79,54.93,-39.35,-4.64,85.95,-287.91,-28.82,441.85,26.08,153.15,4.22,76.63,-14.82
150.41,0,0,103.66,1.08,-0.25,-9.73,178.55,-6.08,23.24,1.16,0.25,-9.66,-0.32,-0.26,0.17,0.29,0.13,0.89,124.92,-26.25,-0.29,-14.34,-223.78,90.71,122.95,13.72,54.92,-39.29,-4.66,86.09,-288.18,-28.60,442.08,26.14,153.09,4.13,76.59,-14.85
150.44,0,0,103.66,1.08,-0.24,-9.74,178.55,-6.08,23.23,1.21,0.21,-9.83,-0.01,0.23,-0.48,0.30,0.13,0.90,125.32,-26.06,-0.52,-14.16,-224.20,90.94,122.77,13.72,54.72,-39.34,-4.18,86.27,-288.18,-28.55,441.78,26.06,153.02,4.10,76.42,-14.91
150.47,0,0,103.66,1.08,-0.24,-9.74,178.55,-6.07,23.23,0.96,0.24,-9.78,-0.06,0.51,-0.74,0.30,0.13,0.89,124.71,-26.05,-0.52,-14.49,-223.37,90.81,122.83,13.72,54.94,-39.39,-4.46,85.49,-288.23,-28.26,441.78,26.74,152.97,4.05,76.58,-14.92
150.50,0,0,103.66,1.10,-0.24,-9.75,178.56,-6.08,23.23,1.34,0.25,-9.78,-0.02,0.43,0.02,0.29,0.13,0.89,126.74,-25.91,-0.46,-14.26,-224.04,91.02,123.00,13.81,54.86,-39.39,-3.70,85.67,-288.23,-28.15,441.63,26.59,152.97,4.00,76.47,-14.98
150.53,0,0,103.66,1.08,-0.24,-9.74,178.56,-6.08,23.24,0.77,0.26,-9.71,0.17,0.31,-0.33,0.29,0.13,0.90,124.67,-26.06,-0.45,-14.39,-224.04,91.05,122.85,13.79,54.80,-39.39,-4.08,86.33,-287.96,-28.31,441.62,26.06,153.08,4.02,76.49,-14.98
150.56,0,0,103.66,1.08,-0.25,-9.73,178.55,-6.08,23.25,1.14,0.26,-9.70,-0.35,0.33,-0.61,0.30,0.13,0.90,125.16,-26.31,-0.39,-14.41,-223.83,91.01,122.87,13.79,54.86,-39.41,-4.66,85.59,-288.18,-28.23,441.62,26.59,152.93,4.03,76.47,-14.96
150.59,0,0,103.66,1.07,-0.25,-9.73,178.56,-6.07,23.26,0.96,0.23,-9.77,0.24,-0.21,-0.87,0.30,0.13,0.90,123.74,-26.16,-0.46,-14.26,-223.83,91.12,122.99,13.88,54.91,-39.47,-4.56,85.85,-288.18,-28.21,441.48,26.29,152.89,4.01,76.47,-15.00
150.62,0,0,103.66,1.06,-0.25,-9.73,178.55,-6.07,23.25,0.98,0.26,-9.75,0.15,0.49,-0.40,0.30,0.13,0.90,122.80,-26.33,-0.70,-14.51,-223.37,90.87,122.96,13.73,54.99,-39.42,-4.40,85.85,-288.23,-28.30,441.60,26.29,152.92,4.04,76.57,-14.94
150.65,0,0,103.66,1.06,-0.24,-9.73,178.56,-6.06,23.26,1.03,0.23,-9.70,-0.08,0.02,-0.68,0.29,0.13,0.90,123.35,-25.93,-0.21,-14.49,-224.04,90.91,122.92,13.79,54.85,-39.32,-4.42,86.17,-287.96,-28.48,441.82,26.14,153.13,4.08,76.54,-14.91
150.68,0,0,103.66,1.08,-0.24,-9.73,178.56,-6.06,23.26,1.14,0.26,-9.70,0.17,0.36,-0.23,0.30,0.13,0.90,125.32,-26.08,-0.31,-14.28,-222.96,90.56,122.92,13.73,55.10,-39.38,-4.68,86.05,-288.18,-28.49,442.15,26.37,153.11,4.09,76.77,-14.87
150.71,0,0,103.66,1.07,-0.25,-9.74,178.56,-6.06,23.26,0.99,0.27,-9.72,-0.43,0.15,-0.08,0.29,0.13,0.90,124.22,-26.39,-0.39,-14.22,-223.37,90.58,123.11,13.66,55.08,-39.32,-5.59,86.41,-288.07,-28.79,442.08,25.93,153.09,4.18,76.69,-14.82
150.74,0,0,103.66,1.06,-0.25,-9.74,178.55,-6.05,23.26,1.03,0.25,-9.82,-0.29,0.62,0.18,0.30,0.13,0.90,123.06,-26.48,-0.54,-14.09,-222.49,90.39,123.13,13.58,55.30,-39.40,-4.74,85.85,-287.96,-28.75,441.94,26.23,153.15,4.20,76.91,-14.80
150.77,0,0,103.66,1.07,-0.25,-9.75,178.55,-6.05,23.25,1.11,0.22,-9.86,0.26,-0.62,-0.08,0.29,0.13,0.90,123.82,-26.19,-0.46,-14.47,-222.96,90.44,123.20,13.81,55.22,-39.31,-4.00,85.02,-289.08,-28.34,441.97,26.99,152.62,4.10,76.62,-14.80
150.80,0,0,103.66,1.05,-0.24,-9.74,178.55,-6.05,23.27,0.92,0.22,-9.74,-0.24,0.90,-0.85,0.30,0.14,0.90,121.79,-25.85,-0.62,-14.39,-222.96,90.55,123.25,13.73,55.23,-39.36,-4.64,86.25,-287.91,-28.71,441.94,26.01,153.19,4.16,76.85,-14.83
150.83,0,0,103.66,1.07,-0.24,-9.74,178.55,-6.05,23.27,1.13,0.24,-9.67,-0.19,0.31,-0.48,0.30,0.13,0.90,123.92,-25.48,-0.23,-14.55,-222.34,90.54,123.16,13.81,55.37,-39.45,-4.52,85.12,-288.23,-28.49,441.94,26.76,153.03,4.16,76.91,-14.83
150.86,0,0,103.66,1.06,-0.24,-9.74,178.55,-6.05,23.27,1.02,0.23,-9.68,0.01,0.26,-0.06,0.30,0.13,0.89,123.29,-25.25,-0.39,-14.35,-223.37,90.73,123.04,13.73,55.05,-39.37,-3.94,85.83,-288.02,-28.29,441.70,26.44,153.09,4.04,76.68,-14.92
150.89,0,0,103.66,1.06,-0.24,-9.73,178.55,-6.04,23.27,1.01,0.22,-9.67,-0.05,-0.00,-0.08,0.29,0.13,0.90,122.95,-25.21,-0.46,-14.30,-223.83,91.04,123.20,13.81,55.00,-39.43,-5.01,86.88,-287.70,-28.63,442.00,25.69,153.29,4.09,76.69,-14.95
150.92,0,0,103.66,1.07,-0.24,-9.74,178.54,-6.04,23.27,0.98,0.25,-9.80,-0.26,0.36,-0.86,0.30,0.13,0.90,123.79,-25.26,-0.62,-14.28,-223.37,91.02,123.00,13.73,55.01,-39.51,-4.32,86.41,-287.75,-28.36,441.66,26.06,153.19,4.03,76.70,-15.00
150.95,0,0,103.66,1.05,-0.24,-9.74,178.55,-6.03,23.28,0.92,0.25,-9.84,-0.10,0.64,-0.07,0.29,0.13,0.90,121.78,-25.45,-0.93,-14.30,-223.78,91.08,123.13,13.66,54.94,-39.46,-4.00,85.77,-288.23,-28.16,441.44,26.37,152.89,4.00,76.49,-15.00
150.99,0,0,103.66,1.04,-0.24,-9.75,178.53,-6.03,23.29,1.02,0.30,-9.78,-0.64,0.08,-0.39,0.30,0.14,0.90,121.04,-26.02,-0.52,-14.03,-223.78,91.10,122.91,13.66,54.88,-39.49,-3.78,85.85,-288.44,-28.07,441.42,26.35,152.78,3.96,76.42,-15.03
151.01,0,0,103.66,1.03,-0.24,-9.75,178.53,-6.04,23.28,0.95,0.22,-9.79,-0.20,0.69,-0.12,0.30,0.13,0.90,119.81,-25.84,-0.54,-14.35,-223.42,91.08,123.09,13.81,55.05,-39.52,-4.18,85.97,-288.23,-28.14,441.67,26.52,152.95,3.98,76.61,-15.02
151.05,0,0,103.66,1.03,-0.24,-9.75,178.52,-6.04,23.29,1.15,0.22,-9.81,-0.72,-0.11,-0.63,0.29,0.13,0.90,119.52,-25.89,-0.39,-14.51,-223.22,90.82,122.93,13.88,55.04,-39.43,-4.02,85.26,-288.23,-28.05,441.40,26.97,152.87,4.00,76.58,-14.96
151.08,0,0,103.66,1.02,-0.24,-9.75,178.52,-6.03,23.29,0.77,0.25,-9.69,0.43,-0.30,-0.11,0.29,0.13,0.90,118.54,-25.97,-0.70,-14.22,-223.78,90.98,123.16,13.66,54.98,-39.42,-4.48,85.89,-288.60,-28.30,440.51,26.20,152.33,4.03,76.22,-14.95
151.11,0,0,103.66,1.01,-0.24,-9.74,178.53,-6.04,23.29,1.19,0.24,-9.70,0.33,0.39,-0.38,0.29,0.13,0.89,117.78,-25.92,-1.14,-13.99,-225.07,91.51,123.37,13.73,54.72,-39.45,-2.47,84.72,-291.31,-28.75,436.57,26.38,149.70,4.23,74.71,-14.81
151.14,0,0,103.66,1.02,-0.25,-9.74,178.54,-6.04,23.29,0.94,0.32,-9.65,-0.20,0.36,-0.05,0.30,0.13,0.90,118.70,-26.26,-1.61,-13.32,-225.43,91.72,123.66,13.45,54.71,-39.54,0.08,82.98,-293.81,-28.82,432.28,26.86,147.14,4.33,73.42,-14.72
151.17,0,0,103.66,1.00,-0.25,-9.75,178.53,-6.03,23.28,0.83,0.29,-9.87,-0.14,0.18,-0.22,0.30,0.13,0.90,116.99,-26.43,-2.98,-12.50,-227.08,92.49,124.50,13.12,54.57,-39.66,1.57,81.37,-298.58,-30.05,424.80,26.88,142.37,4.78,70.85,-14.42
151.20,0,0,103.66,1.00,-0.25,-9.76,178.54,-6.03,23.29,0.89,0.24,-9.91,0.29,0.39,-0.02,0.29,0.13,0.89,116.57,-26.43,-3.62,-11.94,-227.29,92.80,125.22,13.14,54.78,-39.81,2.43,79.98,-300.71,-31.04,420.75,26.84,140.08,5.16,69.77,-14.20
151.23,0,0,103.66,1.00,-0.25,-9.76,178.56,-6.03,23.29,1.03,0.37,-9.73,0.78,0.49,-0.52,0.29,0.13,0.90,116.82,-27.00,-5.34,-10.96,-226.21,92.43,126.96,12.74,55.67,-39.92,4.66,77.92,-304.85,-33.18,412.25,26.71,135.53,5.93,67.92,-13.60
151.28,0,0,103.66,1.00,-0.25,-9.76,178.59,-6.06,23.27,1.06,0.22,-9.84,0.54,0.08,0.56,0.30,0.14,0.89,116.92,-26.93,-5.69,-10.50,-224.56,91.78,127.96,12.69,56.49,-39.96,6.55,75.36,-306.50,-34.00,406.63,27.57,133.08,6.32,67.11,-13.25
151.31,0,0,103.66,1.00,-0.25,-9.77,178.60,-6.07,23.26,1.06,0.28,-9.79,0.21,0.88,0.01,0.30,0.13,0.90,116.41,-27.04,-7.78,-9.18,-220.48,89.71,131.29,12.25,58.86,-39.88,4.68,75.87,-305.70,-38.34,400.19,25.86,131.21,7.73,67.30,-12.22
151.33,0,0,103.66,1.00,-0.26,-9.77,178.61,-6.07,23.25,0.94,0.29,-9.87,0.53,0.47,0.35,0.30,0.13,0.89,116.11,-27.13,-7.84,-8.85,-214.96,87.52,132.66,11.92,61.01,-39.91,5.95,73.83,-306.82,-39.63,398.51,27.31,130.26,8.25,68.14,-11.59
151.35,0,0,103.66,0.99,-0.25,-9.77,178.62,-6.10,23.23,0.79,0.18,-9.68,-0.08,1.29,0.13,0.30,0.14,0.90,114.90,-26.77,-7.53,-8.30,-210.73,84.53,138.65,11.60,65.10,-39.35,4.40,73.49,-306.97,-43.27,398.47,26.50,130.08,9.45,70.04,-10.41
151.39,0,0,103.66,0.96,-0.25,-9.75,178.61,-6.13,23.23,0.61,0.24,-9.51,-0.63,1.41,-0.12,0.29,0.13,0.90,112.39,-26.90,-6.54,-8.74,-206.76,82.65,141.06,11.80,67.61,-39.15,4.30,72.78,-307.13,-44.53,398.73,27.14,130.09,9.90,71.36,-9.83
151.41,0,0,103.66,0.96,-0.25,-9.74,178.61,-6.14,23.21,0.85,0.17,-9.62,0.34,0.86,0.70,0.30,0.13,0.90,112.09,-26.68,-5.80,-9.03,-201.97,79.76,145.00,11.58,71.24,-38.62,0.20,74.82,-304.74,-47.55,403.07,25.31,132.28,10.84,74.36,-8.88
151.44,0,0,103.66,0.98,-0.25,-9.75,178.62,-6.14,23.20,1.57,0.18,-9.78,0.25,0.99,0.18,0.29,0.13,0.90,114.36,-26.33,-4.78,-9.51,-201.24,78.60,144.17,11.54,71.18,-38.14,1.87,73.79,-305.49,-47.99,405.75,25.89,132.94,11.02,74.82,-8.50
151.47,0,0,103.66,0.97,-0.24,-9.75,178.62,-6.19,23.22,0.86,0.10,-9.65,-0.16,1.44,-0.30,0.29,0.14,0.90,113.53,-25.66,1.08,-12.57,-216.67,79.64,135.86,11.80,62.80,-35.63,-1.57,75.12,-305.33,-50.53,414.74,25.31,135.73,11.78,71.87,-7.90
151.50,0,0,103.66,0.99,-0.24,-9.75,178.61,-6.22,23.21,1.40,0.11,-9.72,0.09,1.85,-0.40,0.30,0.13,0.90,115.54,-25.08,-0.29,-12.84,-222.08,79.37,124.52,10.98,56.05,-34.62,-1.49,74.03,-306.82,-51.05,420.74,27.38,137.04,11.96,69.44,-7.60
151.53,0,0,103.66,0.99,-0.23,-9.75,178.59,-6.26,23.26,0.94,0.04,-9.76,-0.47,1.52,-1.45,0.29,0.13,0.90,115.38,-23.96,-4.60,-12.67,-225.90,79.17,105.20,10.42,46.17,-33.96,-6.39,75.97,-304.96,-51.35,430.50,27.61,140.76,12.01,66.92,-7.55
151.56,0,0,103.66,1.00,-0.21,-9.75,178.57,-6.29,23.28,1.08,0.03,-9.78,-0.52,2.06,-1.51,0.29,0.13,0.90,116.21,-22.78,-4.95,-13.99,-221.62,79.66,106.49,11.67,47.62,-34.72,-6.67,75.72,-301.88,-49.85,433.33,27.99,143.12,11.65,69.10,-7.98
151.59,0,0,103.66,0.99,-0.20,-9.74,178.51,-6.41,23.33,0.85,0.11,-9.75,-1.16,2.06,-0.63,0.29,0.13,0.90,115.30,-21.73,-9.29,-12.82,-200.37,79.34,117.40,12.85,57.69,-38.36,-7.86,78.43,-292.11,-43.64,437.72,28.72,149.33,9.73,78.46,-9.83
151.63,0,0,103.66,1.01,-0.20,-9.75,178.51,-6.45,23.33,1.46,0.14,-9.92,-0.54,1.97,-0.28,0.29,0.13,0.90,117.96,-21.30,-5.73,-14.05,-200.16,82.34,124.93,14.39,61.86,-39.77,-8.85,80.83,-287.22,-40.56,441.85,28.16,153.24,8.66,82.12,-11.23
151.65,0,0,103.66,1.00,-0.20,-9.74,178.50,-6.49,23.33,0.84,0.30,-9.62,-0.26,1.91,0.21,0.29,0.13,0.90,116.39,-21.76,-3.17,-13.43,-198.41,85.30,136.93,15.16,68.70,-41.68,-9.77,85.89,-278.41,-34.55,447.52,27.06,160.06,6.42,88.46,-13.59
151.68,0,0,103.66,1.01,-0.20,-9.74,178.48,-6.57,23.30,1.06,0.24,-9.60,-1.19,2.06,0.94,0.29,0.13,0.90,117.99,-21.73,-2.36,-12.86,-198.36,86.42,141.30,15.29,71.00,-42.31,-7.90,86.94,-275.70,-31.06,447.99,27.38,161.94,5.15,90.30,-14.71
151.71,0,0,103.66,1.02,-0.20,-9.74,178.47,-6.61,23.28,1.36,0.21,-9.67,-0.57,2.43,0.91,0.29,0.13,0.90,118.92,-21.58,-2.52,-9.93,-199.90,88.58,144.08,14.11,71.83,-43.35,-6.77,91.43,-272.03,-25.92,447.99,26.03,164.20,3.01,91.48,-16.63
151.74,0,0,103.66,1.03,-0.20,-9.74,178.45,-6.65,23.26,1.07,0.31,-9.68,-0.68,2.81,1.04,0.29,0.13,0.90,119.62,-21.52,-2.73,-8.39,-201.30,89.66,144.73,13.53,71.64,-43.73,-7.70,95.59,-270.02,-24.60,447.99,23.42,165.36,2.24,91.74,-17.39
151.77,0,0,103.66,1.05,-0.20,-9.73,178.41,-6.72,23.24,1.21,0.34,-9.69,-1.83,1.98,0.21,0.29,0.13,0.90,121.74,-21.81,-2.90,-6.78,-202.12,91.09,146.41,13.08,72.16,-44.42,-6.07,97.77,-268.10,-20.51,447.99,23.20,166.65,0.57,92.45,-18.76
151.80,0,0,103.66,1.04,-0.21,-9.72,178.40,-6.76,23.24,0.74,0.33,-9.68,-0.63,2.01,0.06,0.29,0.13,0.91,121.07,-22.31,-2.73,-7.05,-202.28,91.93,148.78,13.29,73.29,-44.77,-6.05,96.80,-266.99,-19.09,447.99,23.59,167.35,0.11,93.22,-19.23
151.83,0,0,103.66,1.02,-0.21,-9.71,178.37,-6.84,23.26,0.72,0.39,-9.62,-0.84,2.06,-0.92,0.28,0.13,0.90,119.48,-22.44,-1.93,-7.97,-199.23,92.01,156.87,13.64,78.55,-45.40,-5.71,98.27,-266.03,-16.46,447.99,23.20,167.98,-0.98,96.10,-20.00
151.86,0,0,103.66,1.03,-0.22,-9.70,178.36,-6.90,23.27,1.26,0.41,-9.55,-0.41,1.96,-1.18,0.28,0.13,0.91,120.69,-23.53,-1.37,-8.82,-196.86,90.86,161.60,13.83,81.95,-45.29,-3.70,96.74,-266.30,-14.68,447.99,24.84,167.96,-1.53,97.81,-20.13
